,OrgPos,Page,KeyFrom,NodeFrom,Edge,NodeTo,KeyTo
489,499.0,,499,Nema free-living,Nema free-living,Armature an obvious spear,501
490,500.0,,501,Armature a minute labial prod; expanding head suddenly truncate; vulva 88%; - 9 ,Armature a minute labial prod; expanding head suddenly truncate; vulva 88%; - 9 ,Iotonchium Cobb 1920,Iotonchium Cobb 1920
491,501.0,,501,Armature an obvious spear,Armature an obvious spear,"Spear open, a hollow passage; not bent at tip",503
492,502.0,,503,"Spear closed, bent dorsad at tip when extruded; '9 ..........................","Spear closed, bent dorsad at tip when extruded; '9 ..........................", (Campydora Cobb 1920), (Campydora Cobb 1920)
493,503.0,,503,"Spear open, a hollow passage; not bent at tip","Spear open, a hollow passage; not bent at tip","Lips 0; median bulb valvate, with outlets of 3 glands; junction oesoph. & intestine indefinite; -9",505
494,504.0,,505,"Lips petaloid, lip reg. expanded, discoid; oesoph. dorylaimoid; spear small; ' 9 ' ","Lips petaloid, lip reg. expanded, discoid; oesoph. dorylaimoid; spear small; ' 9 ' ",Antholaimus Cobb 1913,Antholaimus Cobb 1913
495,505.0,,505,"Lips 0; median bulb valvate, with outlets of 3 glands; junction oesoph. & intestine indefinite; -9","Lips 0; median bulb valvate, with outlets of 3 glands; junction oesoph. & intestine indefinite; -9",Gubernaculum a.nd bursa absent ....................................... .,508
496,506.0,,508,Gubernaculum and bursa present ............................................ ,Gubernaculum and bursa present ............................................ ,Aphelenchus Bast. 1865 ( =lsonchus Cobb 1913),Aphelenchus Bast. 1865 ( =lsonchus Cobb 1913)
497,508.0,,508,Gubernaculum a.nd bursa absent ....................................... . ,Gubernaculum a.nd bursa absent ....................................... . ,Aphelenchoides Fischer 1894 ( =Seinura Fuchs 1931 =Parasitaphelenchus Fuchs 1930 =Pathoaphelenchus (Cobb) Steiner 1931),Aphelenchoides Fischer 1894 ( =Seinura Fuchs 1931 =Parasitaphelenchus Fuchs 1930 =Pathoaphelenchus (Cobb) Steiner 1931)
498,509.0,,509,Ampbid known,Ampbid known,"External amphid a transverse elit, oft at lip reg.; ceph. set. 0; freeh water or soil (from preceding page,",532
499,510.0,,532,"External amphid spiral, circular or elliptical (for alternative see next page)","External amphid spiral, circular or elliptical (for alternative see next page)",Spinneret absent; amp hid circular or elliptical,515
500,511.0,,515,"Spinneret present; amphid labial, ± spiral; ""spear"" filling posterior pharynx; marine","Spinneret present; amphid labial, ± spiral; ""spear"" filling posterior pharynx; marine",Width of nema 7%; pharyngeal bulb faint; J .................................. .,513
501,512.0,,513,Width of nema 3.5%; pharyngeal bulb definite; '9 ' ................................... . ,Width of nema 3.5%; pharyngeal bulb definite; '9 ' ................................... . ,"Onyx, Cobb 1891","Onyx, Cobb 1891"
502,513.0,,513,Width of nema 7%; pharyngeal bulb faint; J .................................. . ,Width of nema 7%; pharyngeal bulb faint; J .................................. . ,Oistolaimus Ditlev. 1921 (cf. Onyx Cobb 1891),Oistolaimus Ditlev. 1921 (cf. Onyx Cobb 1891)
503,515.0,,515,Spinneret absent; amp hid circular or elliptical,Spinneret absent; amp hid circular or elliptical,Anus present; nema free-living,517
504,516.0,,517,Anus none;setae 0; pharyng.bulb strong; junct.oes.&intest. indef.; in beetles;-9 ,Anus none;setae 0; pharyng.bulb strong; junct.oes.&intest. indef.; in beetles;-9 ,Rhabdonchua Cobb 1933,Rhabdonchua Cobb 1933
505,517.0,,517,Anus present; nema free-living,Anus present; nema free-living,Cephalic setae 0,521
506,518.0,,521,"Cephalic setae 10, Siphonolaimus sometimes 0; amphid circular","Cephalic setae 10, Siphonolaimus sometimes 0; amphid circular",Habitat moist soil; spear tooth-like; nema 0.85 mm.; neck 16% ........... .,520
507,519.0,,520,"Habitat marine;""spear"" avertible phar.lining ;nema 5-10 mm. ;neck 4%; - 9 ","Habitat marine;""spear"" avertible phar.lining ;nema 5-10 mm. ;neck 4%; - 9 ",Siphonolaimus de Man 1893,Siphonolaimus de Man 1893
508,520.0,,520,Habitat moist soil; spear tooth-like; nema 0.85 mm.; neck 16% ........... . ,Habitat moist soil; spear tooth-like; nema 0.85 mm.; neck 16% ........... . ,Odontolaimus de Man 1880 (=Neonchus Cobb 1893),Odontolaimus de Man 1880 (=Neonchus Cobb 1893)
509,521.0,,521,Cephalic setae 0,Cephalic setae 0,Spear not bent at tip,523
510,522.0,,523,"Spear bent dorsad at tip when extruded; amphid small, oval, at lips;' 9 .... . ","Spear bent dorsad at tip when extruded; amphid small, oval, at lips;' 9 .... . ",Campydora Cobb 1920,Campydora Cobb 1920
511,523.0,,523,Spear not bent at tip,Spear not bent at tip,"Med. oes. bulb valvate; nema ±tylenchoid; papillae 0; amphid oval, near lips",525
512,524.0,,525,"Med.oes.bulb 0;nema ±dorylaimoid;lab.papillae 6, cepb.6;ovaries 2 ","Med.oes.bulb 0;nema ±dorylaimoid;lab.papillae 6, cepb.6;ovaries 2 ",(Tylolaimophorus de Man 1880),(Tylolaimophorus de Man 1880)
513,525.0,,525,"Med. oes. bulb valvate; nema ±tylenchoid; papillae 0; amphid oval, near lips","Med. oes. bulb valvate; nema ±tylenchoid; papillae 0; amphid oval, near lips",Junction oesoph. & intestine indefinite; oes. gland outlets at med. bulb; tail short; -9,529
514,526.0,,529,Junction of oesophagus and intestine ±definite,Junction of oesophagus and intestine ±definite,"Gubernaculum small; bursa without ribs; tail slender, long-conoid; -9-",528
515,527.0,,528,Gubernaculum and bursa absent; tail often with mucron; -9 ........ . ,Gubernaculum and bursa absent; tail often with mucron; -9 ........ . ,Paraphelenchus Micol. 1925,Paraphelenchus Micol. 1925
516,528.0,,528,"Gubernaculum small; bursa without ribs; tail slender, long-conoid; -9- ","Gubernaculum small; bursa without ribs; tail slender, long-conoid; -9- ",Psilenchus de Man 1921,Psilenchus de Man 1921
517,529.0,,529,Junction oesoph. & intestine indefinite; oes. gland outlets at med. bulb; tail short; -9,Junction oesoph. & intestine indefinite; oes. gland outlets at med. bulb; tail short; -9,Bursa and gubernaculum absent .................................... .,531
518,530.0,,531,Bursa and gubernaculum present ......................................... . ,Bursa and gubernaculum present ......................................... . ,Aphelenchus Bast. 1865 ( =lsonchus Cobb 1913),Aphelenchus Bast. 1865 ( =lsonchus Cobb 1913)
519,531.0,,531,Bursa and gubernaculum absent .................................... . ,Bursa and gubernaculum absent .................................... . ,Aphelenchoides Fischer 1894 (=Seinura Fuchs 1931 =Parasitaphelenchus Fuchs 1930 =Pathoaphelenchus (Cobb) Steiner 1931),Aphelenchoides Fischer 1894 (=Seinura Fuchs 1931 =Parasitaphelenchus Fuchs 1930 =Pathoaphelenchus (Cobb) Steiner 1931)
520,532.0,,532,"External amphid a transverse elit, oft at lip reg.; ceph. set. 0; freeh water or soil (from preceding page,","External amphid a transverse elit, oft at lip reg.; ceph. set. 0; freeh water or soil (from preceding page,","Ovaries 2, reflexed; oesophagus ±dorylaimoid",542
521,533.0,,542,"Ovary 1, reflexed; spinneret 0 (Oionchus?)","Ovary 1, reflexed; spinneret 0 (Oionchus?)","Spear open at end, a hollow passage, tip not bent; oesophagus dorylaimoid",537
522,534.0,,537,"Spear a closed cutting or pricking organ, ±tooth-like; vulva 55-60%, ovary anterior","Spear a closed cutting or pricking organ, ±tooth-like; vulva 55-60%, ovary anterior",Spinneret absent; tip of spear bent dorsad when extruded; amphid elliptical. .. .,536
523,535.0,,536,Spinneret (?) present; spear straight ............................................ . . .,Spinneret (?) present; spear straight ............................................ . . ., Oionchus Cobb 1913, Oionchus Cobb 1913
524,536.0,,536,Spinneret absent; tip of spear bent dorsad when extruded; amphid elliptical. .. . ,Spinneret absent; tip of spear bent dorsad when extruded; amphid elliptical. .. . ,Campydora Cobb 1920,Campydora Cobb 1920
525,537.0,,537,"Spear open at end, a hollow passage, tip not bent; oesophagus dorylaimoid","Spear open at end, a hollow passage, tip not bent; oesophagus dorylaimoid",Anterior ½-½ of oesophagus narrow; both j>arts cylindroid,539
526,538.0,,539,Anterior ¾ of oesophagus narrow; cardiac swelling set off by constriction ....... ,Anterior ¾ of oesophagus narrow; cardiac swelling set off by constriction ....... ,(Doryllium Cobb 1920),(Doryllium Cobb 1920)
527,539.0,,539,Anterior ½-½ of oesophagus narrow; both j>arts cylindroid,Anterior ½-½ of oesophagus narrow; both j>arts cylindroid,Narrow part of oesophagus ±confluent with wider l)Ollterior part; !i? ' .........,541
528,540.0,,541,Narrow part of oesophagus set off behind by constriction ...................... ,Narrow part of oesophagus set off behind by constriction ...................... ,Axonchium Cobb 1920,Axonchium Cobb 1920
529,541.0,,541,Narrow part of oesophagus ±confluent with wider l)Ollterior part; !i? ' ......... ,Narrow part of oesophagus ±confluent with wider l)Ollterior part; !i? ' ......... ,(Dorylaimus Duj. 1845),(Dorylaimus Duj. 1845)
530,542.0,,542,"Ovaries 2, reflexed; oesophagus ±dorylaimoid","Ovaries 2, reflexed; oesophagus ±dorylaimoid","Spear open at end, a hollow passage •",550
531,543.0,,550,"Spear a closed cutting or pricking organ, ±tooth-like","Spear a closed cutting or pricking organ, ±tooth-like","The spear shorter, less slender, less flexible; cardiac swelling cylindroid, ½-I oesophagus",547
532,544.0,,547,"The spear long, slender, fle:z-ible; cardiac swelling slight, basal, ±clavate","The spear long, slender, fle:z-ible; cardiac swelling slight, basal, ±clavate",Guide rings for spear present; spear ±20% of neck length ..................... .,546
533,545.0,,546,Guide rings for spear absent; spear 30-40% of neck length ..................... ,Guide rings for spear absent; spear 30-40% of neck length ..................... ,Trichodorus Cobb 1913,Trichodorus Cobb 1913
534,546.0,,546,Guide rings for spear present; spear ±20% of neck length ..................... . ,Guide rings for spear present; spear ±20% of neck length ..................... . ,Leptonchus Cobb 1920,Leptonchus Cobb 1920
535,547.0,,547,"The spear shorter, less slender, less flexible; cardiac swelling cylindroid, ½-I oesophagus","The spear shorter, less slender, less flexible; cardiac swelling cylindroid, ½-I oesophagus",Tip of submedian spear straight; nema under 4.5 mm ........................ .,549
536,548.0,,549,"Tip of ventral spear oblique, ventrad when extruded; nema 6-10 mm ........ .","Tip of ventral spear oblique, ventrad when extruded; nema 6-10 mm ........ .", Sectonema Thorne 1930, Sectonema Thorne 1930
537,549.0,,549,Tip of submedian spear straight; nema under 4.5 mm ........................ . ,Tip of submedian spear straight; nema under 4.5 mm ........................ . ,N11golaimus Cobb 1913,N11golaimus Cobb 1913
538,550.0,,550,"Spear open at end, a hollow passage •","Spear open at end, a hollow passage •",Pharynx without cup-shaped anterior portion,554
539,551.0,,554,Pharynx with cup-shaped anterior portion,Pharynx with cup-shaped anterior portion,Cup-shaped portion without ribs; spear without guide ring; lip region discoid ..,553
540,552.0,,553,Cup-shaped portion with 6 ribs; spear with guiding ring .................... .,Cup-shaped portion with 6 ribs; spear with guiding ring .................... ., Actinolaimu.s Cobb 1913, Actinolaimu.s Cobb 1913
541,553.0,,553,Cup-shaped portion without ribs; spear without guide ring; lip region discoid ..,Cup-shaped portion without ribs; spear without guide ring; lip region discoid .., Antholaimus Cobb 1913, Antholaimus Cobb 1913
542,554.0,,554,Pharynx without cup-shaped anterior portion,Pharynx without cup-shaped anterior portion,Oesoph~us without swelling behind spear,556
543,555.0,,556,"Oesophagus with fusiform ""bulb"" behind spear ............................ ..","Oesophagus with fusiform ""bulb"" behind spear ............................ ..", Dor11laimellua Cobb 1913, Dor11laimellua Cobb 1913
544,556.0,,556,Oesoph~us without swelling behind spear,Oesoph~us without swelling behind spear,"Lip region usually not discoid, expanded little or not at all",558
545,557.0,,558,"Lip region discoid, much expanded ................ .. ........................ . ","Lip region discoid, much expanded ................ .. ........................ . ",Discolaimus Cobb 1913,Discolaimus Cobb 1913
546,558.0,,558,"Lip region usually not discoid, expanded little or not at all","Lip region usually not discoid, expanded little or not at all","Labial papillae 6, cephalic 6; mrcumoral ridge absent ........................ .",560
547,559.0,,560,"Lab!al pap!llae 0, cephal!c 6; c!rcumoral r!dge present; vulva 34% ........ . ","Lab!al pap!llae 0, cephal!c 6; c!rcumoral r!dge present; vulva 34% ........ . ",Chrysonema Thorne 1929,Chrysonema Thorne 1929
548,560.0,,560,"Labial papillae 6, cephalic 6; mrcumoral ridge absent ........................ .","Labial papillae 6, cephalic 6; mrcumoral ridge absent ........................ .", Dorylaimus DuJ. 1845, Dorylaimus DuJ. 1845
549,561.0,,561,Armature of one or more teeth (odontia or onchia) (for alternative see page 8),Armature of one or more teeth (odontia or onchia) (for alternative see page 8),Teeth (onchia or odontia) 2 or more (for alternative see page 11),917
550,562.0,,917,Tooth (onchium) 1 (for alternative see page 15),Tooth (onchium) 1 (for alternative see page 15),"Oesophagus with median or posterior bulb or swelling, or both (for alternative see page 11)",720
551,563.0,,720,"Oesophagus plain, i.e. without median or posterior bulb or swelling; amphid occasionally obscure (pg. 13)","Oesophagus plain, i.e. without median or posterior bulb or swelling; amphid occasionally obscure (pg. 13)","External amphid spiral, circular or elliptical (for alternative see preceding page)",672
552,564.0,,672,"External amphid not spiral, circular nor elliptical (for alternative see next page)","External amphid not spiral, circular nor elliptical (for alternative see next page)",Female known,577
553,565.0,,577,Female not known,Female not known,Habitat marine,567
554,566.0,,567,Habitat soil;spinneret 0;pbar.i neck-length ;onch.outward-acting;oes.dorylaimoid . . ,Habitat soil;spinneret 0;pbar.i neck-length ;onch.outward-acting;oes.dorylaimoid . . ,Nanonema Cobb 1905 (=Cephalonema 'Cobb 1893),Nanonema Cobb 1905 (=Cephalonema 'Cobb 1893)
555,567.0,,567,Habitat marine,Habitat marine,Annules not coarse; amphid not crook-shape,570
556,568.0,,570,"Annules coarse, elements tile-like; amphid crook-shape; ceph. set. 4; nema 0.7 mm.","Annules coarse, elements tile-like; amphid crook-shape; ceph. set. 4; nema 0.7 mm.",Pselionema Cobb 1933 ( = Steineria Fil. 1922),Pselionema Cobb 1933 ( = Steineria Fil. 1922)
557,570.0,,570,Annules not coarse; amphid not crook-shape,Annules not coarse; amphid not crook-shape,Onchium pharyngeal,572
